FDID,Fire dept name,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County
1031,Slingerlands Fire Department,1520 New Scotland RD,,PO Box 99,Slingerlands,NY,12159-0099,518-439-4734,518-439-4842,ALBANY
37014,Slippery Rock Township Volunteer Fire Department,PO Box 7413,,PO Box 7413,New Castle,PA,16107-7413,724-924-9592,724-924-1722,LAWRENCE
10033,Slippery Rock Volunteer Fire Department-Rescue Team,162 Elm ST,,PO Box 39,Slippery Rock,PA,16057,724-794-2817,724-794-4640,BUTLER
15077,Sloan Active Hose Company #1,55 Gates ST,,,Sloan,NY,14212-2228,716-897-1564,716-896-9209,ERIE
97014,Sloan Fire & Rescue Department,PO Box 56,,PO Box 56,Sloan,IA,51055-0056,712-428-3348,,WOODBURY
44015,Sloatsburg Volunteer Fire Department,PO Box 115,,PO Box 115,Sloatsburg,NY,10974-0115,845-753-5575,845-753-5509,ROCKLAND
3404,Slocomb Volunteer Fire and Rescue,PO Box 1147,,PO Box 1147,Slocomb,AL,36375-1147,334-886-3777,,GENEVA
40064,Slocum Township Volunteer Fire Company,1923 Slocum RD,,,Wapwallopen,PA,18660-8886,570-868-6255,570-868-5118,LUZERNE
7109,Sloop Point Volunteer Fire Department,19470 US Highway 17 N,,,Hampstead,NC,28443-3202,910-270-3267,910-270-3264,PENDER
59013,Slovak Volunteer Fire Department,5321 Highway 86 W,,,Hazen,AR,72064-9674,870-456-0720,,PRAIRIE
63018,Slovan Volunteer Fire Department,1934 Smith TWP ST RD,,,Slovan,PA,15078,224-947-3488,724-947-3488,WASHINGTON
70006,Smackover Volunteer Fire Department,PO Box 146,,PO Box 146,Smackover,AR,71762-0146,870-725-3572,870-725-3624,UNION
53030,Smallwood Mongaup Valley Fire Company,PO Box 28,,PO Box 28,Smallwood,NY,12778-0028,845-583-5487,845-583-5487,SULLIVAN
58020,Smartsville Fire Protection District,PO Box 354,,PO Box 354,Smartsville,CA,95977-0354,530-639-0405,,YUBA
42002,"Smethport Fire Department, Inc.",101 Nelson ST,PO Box 291,,Smethport,PA,16749,814-887-2611,,MCKEAN
,Smiley Creek Fire Protection District,HC 64 Box 9108,,,Ketchum,ID,83340,208-774-3725,208-774-3725,BLAINE
SM304,Smith Center Fire Department,PO Box 7,,PO Box 7,Smith Center,KS,66967-0007,785-282-3812,785-282-6703,SMITH
80731,Smith County Fire Department,901 Main ST N,,,Carthage,TN,37030-1002,615-735-2118,615-735-3100,SMITH
VS700,Smith County Fire Marshal's Office,11325 Spur 248,,,Tyler,TX,75707-4689,903-590-2652,903-590-2647,SMITH
SM302,Smith County Rural Fire Protection District #1,PO Box 32,,PO Box 32,Kensington,KS,66951-0032,785-476-2640,785-476-2480,SMITH
3024,Smith Grove Fire Department,4155 US Highway 158,,,Advance,NC,27006-6940,336-998-3484,336-940-6842,DAVIE
51251,Smith Mills Volunteer Fire Department,PO Box 68,,PO Box 68,Smith Mills,KY,42457-0068,270-830-9190,270-830-9190,HENDERSON
6709,Smith Mountain Lake Marine Volunteer Fire Company,PO Box 899,,PO Box 899,Hardy,VA,24101-0899,540-721-5585,540-721-5582,FRANKLIN
CA208,Smith Point Volunteer Fire Department & Emergency Services,309 Pummer Camp RD,Hc2 Box 769 A,,Anahuac,TX,77514-0769,409-355-2202,,CHAMBERS
8050,Smith River Fire Protection District,PO Box 187,,PO Box 187,Smith River,CA,95567-0187,707-487-5621,707-487-2101,DEL NORTE
92002,Smith Township Fire Department,PO Box 73,,PO Box 73,Churubusco,IN,46723-0073,260-693-3875,260-693-1495,WHITLEY
7117,Smith Township Volunteer Fire Company,49359 OR and W Station RD,,,Jacobsburg,OH,43933,740-686-2150,740-686-2117,BELMONT
65008,Smith Township Volunteer Fire Department,PO Box 162,,PO Box 162,Cynthiana,IN,47612-0162,812-845-2584,812-845-2584,POSEY
7013,Smith Valley Fire Department,3496 US HIGHWAY 2 W,,,Kalispell,MT,59901-7313,406-752-3548,406-752-3770,FLATHEAD
11100,Smith Valley Fire Protection District,1 Hardie LN,,,Smith,NV,89430-9425,775-465-2577,775-465-2255,LYON
BA164,Smithboro Fire Protection District,PO Box 22,,PO Box 22,Smithboro,IL,62284-0022,618-664-2697,618-664-2697,BOND
9105,Smithburg Volunteer Fire Department,Old RTE 50,,PO Box 22,Smithburg,WV,26436,304-873-1493,304-873-1493,DODDRIDGE
5018,Smithfield Fire & Rescue,PO Box 96,,PO Box 96,Smithfield,UT,84335-0096,435-563-3056,435-563-6228,UTAH
31010,"Smithfield Fire Company No. 1, Volunteer Fire Department",10 Firehouse LN,,,Huntingdon,PA,16652-1264,814-643-4440,814-643-4584,HUNTINGDON
3100,Smithfield Fire Department,607 Putnam Pike,,,Greenville,RI,02828-2137,401-949-1332,401-949-1192,PROVIDENCE
27023,Smithfield Fire Department,4581 Peterboro RD,,PO Box 115,Peterboro,NY,13134-0115,315-684-3220,315-684-3220,MADISON
5121,Smithfield Fire Department,111 S 4TH ST,,,Smithfield,NC,27577-4551,919-934-2468,919-934-0696,JOHNSTON
FD274,Smithfield Fire Protection District,116 N Main ST,,,Smithfield,IL,61477,309-783-3671,309-783-3671,FULTON
8003,"Smithfield Township Volunteer Fire Department, Inc.",0 Main St. Ext.,,PO Box 81,East Smithfield,PA,18817-0081,570-596-3434,570-596-3999,BRADFORD
26038,Smithfield Volunteer Fire Department,PO Box 261,,PO Box 261,Smithfield,PA,15478,724-569-9610,724-569-1188,FAYETTE
52112,Smithfield Volunteer Fire Department,PO Box 58,,PO Box 58,Smithfield,WV,26437,304-334-3642,,WETZEL
M4420,Smithfield Volunteer Fire Department,926 Village RD,,,Smithfield,ME,04978-3112,207-362-4772,207-362-5650,SOMERSET
41235,Smithfield Volunteer Fire Department,PO Box 558,,PO Box 558,Smithfield,OH,43948-0558,740-733-8126,,JEFFERSON
9303,Smithfield Volunteer Fire Department (Isle of Wight County),1804 S Church ST,,,Smithfield,VA,23430-1853,757-357-3231,757-365-0215,ISLE OF WIGHT
70374,Smithland Fire & Rescue,PO Box 287,,PO Box 287,Smithland,KY,42081-0287,270-928-3559,270-928-3559,LIVINGSTON
RB303,Smithland Volunteer Fire Department,8247 State Highway 49,,,Jefferson,TX,75657-5217,903-666-0104,,MARION
B3582,Smiths Grove Rural Fire Department,120 S Main ST,,PO Box 175,Smiths Grove,KY,42171,270-563-2901,,WARREN
4304,Smiths Station Fire & Rescue,50 Lee RD 430,,,Smiths Station,AL,36877-2600,334-384-0911,334-297-4683,LEE
21007,"Smithsburg Community Volunteer Fire Company, Inc",22 N Main ST,,PO Box 32,Smithsburg,MD,21783-0032,301-824-2889,301-824-3880,WASHINGTON
8007,Smithton Community Volunteer Fire Association,205 W Clay ST,,,Smithton,MO,65350-1032,000-000-0000,,PETTIS
SG445,Smithton Volunteer Fire Company,PO Box 199,,PO Box 199,Smithton,IL,62285-0199,618-234-7373,618-235-7330,SAINT CLAIR
65017,Smithton Volunteer Fire Department,131 First St,,PO Box 721,Smithton,PA,15479-0721,724-872-5111,,WESTMORELAND
52101,Smithtown Fire Department,100 Elm AVE,,,Smithtown,NY,11787-3510,631-265-1503,631-979-0484,SUFFOLK
2409,Smithville Area Fire Protection District,PO Box 398,,PO Box 398,Smithville,MO,64089-0398,816-532-4902,816-532-4547,CLAY
48014,Smithville Fire Department,PO Box 125,,PO Box 125,Smithville,MS,38870,662-651-4411,662-651-5221,MONROE
23041,Smithville Fire Department,14199 County RTE 75,,,Adams,NY,13605-2147,315-232-4160,315-232-4160,JEFFERSON
21181,Smithville Fire Department,104 E Main ST,,,Smithville,TN,37166-1442,615-597-4141,615-597-3350,DEKALB
43105,Smithville Volunteer Fire Department,PO Box 28,,PO Box 28,Smithville,WV,26178-0028,304-477-3423,304-477-3423,RITCHIE
AR409,Smithville Volunteer Fire Department,PO Box 328,,PO Box 328,Smithville,TX,78957-0328,512-237-2229,512-237-2229,BASTROP
27009,Smithwick Volunteer Fire Department,PO Box 6,,PO Box 6,Smithwick,SD,57782-0006,000-000-0000,,FALL RIVER
26036,Smock Volunteer Fire Company,125 Shaffer AVE,,,Smock,PA,15480-2059,724-677-2400,724-677-0939,FAYETTE
13195,Smoot Area Volunteer Fire Department,PO Box 76,,PO Box 76,Smoot,WV,24977-0076,304-392-9895,304-392-9895,GREENBRIER
75201,Smyrna Airport Fire Department,278 Doug Warpoole RD,,,Smyrna,TN,37167-5677,615-943-8398,615-220-8842,RUTHERFORD
75251,Smyrna Fire Department,315 S Lowry ST,,,Smyrna,TN,37167-3416,615-459-9735,615-459-9747,RUTHERFORD
9018,Smyrna Fire Department,Main ST,PO Box 23,,Smyrna,NY,13464,607-627-6666,,CHENANGO
3302,Smyrna Fire Department,2620 Atlanta RD SE,,,Smyrna,GA,30080-2118,770-434-6667,770-431-2878,COBB
46214,Smyrna Volunteer Fire Department,PO Box 2,,PO Box 2,Smyrna,SC,29743-0002,803-925-2230,,YORK
15005,"Smyrna Volunteer Fire Department, Inc.",4015 Smyrna RD,,,Hazlehurst,MS,39083,601-277-3200,601-894-1676,COPIAH
58013,Snake Creek Volunteer Fire Department,RR1 Box 1287,,,Hallstead,PA,18822,570-967-2341,,SUSQUEHANNA
11740,Snake River Fire Protection District,22393 US 6 HWY,,,Keystone,CO,80435-7821,970-496-4700,970-496-4720,SUMMIT
17851,Snake Valley Volunteer Fire Department (part of North Region),PO Box 101,,PO Box 101,Baker,NV,89311,000-000-0000,775-234-7361,WHITE PINE
6715,Sneads Ferry Volunteer Fire Department,PO Box 247,,PO Box 247,Sneads Ferry,NC,28460-0247,910-327-3055,910-327-3055,ONSLOW
25041,Sneads Volunteer Fire Department,PO Box 159,,PO Box 159,Sneads,FL,32460-0159,850-593-0102,,JACKSON
10008,Sneed Volunteer Fire Department,2986 Jehovah RD,,,Ardmore,OK,73401-8793,580-657-3800,,CARTER
34111,Sneedville Volunteer Fire Department,265 New Jail ST,,,Sneedville,TN,37869-3865,423-733-2254,,HANCOCK
4804,Sni Valley Fire Protection District,PO Box 589,,PO Box 589,Oak Grove,MO,64075-0589,816-690-6990,816-690-6191,JACKSON
31C02,Snohomish County Airport Fire Department (Paine Field Fire Department),10630 36TH PL W,,,Everett,WA,98204-1312,425-388-5480,425-388-5498,SNOHOMISH
31D19,Snohomish County Fire District # 19,PO Box 129,,PO Box 129,Silvana,WA,98287-0129,360-652-8277,360-652-7543,SNOHOMISH
31D26,Snohomish County Fire District # 26,PO Box 376,,PO Box 376,Gold Bar,WA,98251-0376,360-793-1335,360-793-8998,SNOHOMISH
31D04,Snohomish County Fire District #4,PO Box 820,,PO Box 820,Snohomish,WA,98291-0820,360-568-2141,360-568-2143,SNOHOMISH
31DO5,Snohomish County Fire District 5,PO Box 149,,PO Box 149,Sultan,WA,98294-0149,360-793-1179,360-799-0563,SNOHOMISH
31D07,Snohomish County Fire District 7,953 Village Way,Suite 200,,Monroe,WA,98272,360-794-7666,360-794-0959,SNOHOMISH
31D15,Snohomish County Fire Protection District #15,7812 Waterworks RD,,,Tulalip,WA,98271-9631,360-659-2416,360-653-7387,SNOHOMISH
31D22,Snohomish County Fire Protection District #22,8424 99TH AVE NE,,,Arlington,WA,98223-7586,360-659-6400,360-659-1129,SNOHOMISH
31D28,Snohomish County Fire Protection District #28,PO Box 64,,PO Box 64,Index,WA,98256-0064,360-793-0866,360-793-0866,SNOHOMISH
31D17,Snohomish County Fire Protection District 17,PO Box 1049,,PO Box 1049,Granite Falls,WA,98252-1049,360-691-5553,360-691-7837,SNOHOMISH
31D25,Snohomish County Fire Protection District 25,21824 State RTE 530 NE,,,Arlington,WA,98223-4316,360-435-2672,360-435-2672,SNOHOMISH
BN304,Snook Volunteer Fire Department,PO Box 172,,PO Box 172,Snook,TX,77878-0172,979-272-1409,979-272-1409,BURLESON
17D51,Snoqualmie Pass Fire & Rescue,PO Box 99,,PO Box 99,Snoqualmie Pass,WA,98068,425-434-6333,425-434-6355,KING
111,Snow Camp Volunteer Fire Department,8416 Snow Camp RD,,,Snow Camp,NC,27349,336-376-3442,336-376-0590,ALAMANCE
6710,Snow Creek Volunteer Fire Department,7081 Snow Creek RD,,,Penhook,VA,24137-1379,540-576-1788,540-576-1788,FRANKLIN
4004,Snow Hill Rural Fire Department,PO Box 384,,PO Box 384,Snow Hill,NC,28580-0384,252-747-5654,252-747-5654,GREENE
23004,Snow Hill Volunteer Fire Department,PO Box 83,,PO Box 83,Snow Hill,MD,21863-0083,410-632-2110,410-632-3911,WORCESTER
6611,Snow Hill/Furman Volunteer Fire Department,PO Box 81,,PO Box 81,Furman,AL,36741-0081,000-000-0000,,WILCOX
5002,Snow Lake Volunteer Fire Department,112 Snow Lake DR,,PO Box 38,Ashland,MS,38603,662-224-8008,662-224-8655,BENTON
14006,Snow Shoe Fire Company,PO Box 95,,PO Box 95,Snow Shoe,PA,16874,814-387-6834,814-387-0125,CENTRE
302,Snowdoun Volunteer Fire Department,219 Hobbie RD,,,Montgomery,AL,36105,334-284-4717,334-281-1753,MONTGOMERY
9735,Snowmass Wildcat Fire Protection District,PO Box 6436,,PO Box 6436,Snowmass Village,CO,81615-6436,970-923-2212,970-923-2224,PITKIN
15507,Snowville Volunteer Fire Department,4855 Lead Mine RD,,,Hiwassee,VA,24347-2815,540-320-4305,,PULASKI
VK601,Snyder Fire Department,1911 27TH ST,,,Snyder,TX,79549-3331,325-573-6215,325-573-4040,SCURRY
15078,Snyder Fire Department,4531 Main ST,,,Snyder,NY,14226-3920,716-839-5000,716-839-1160,ERIE
38008,Snyder Volunteer Fire Department,721 E ST,,,Snyder,OK,73566-2033,580-569-2113,,KIOWA
5008,Snyder Volunteer Fire Department,PO Box 38,,PO Box 38,Snyder,NE,68664-0038,402-568-2612,,DODGE
33088,Soboba Band of Luiseno Indians Fire Department,PO Box 487,,PO Box 487,San Jacinto,CA,92581-0487,951-654-1092,,RIVERSIDE
64012,Sobol Volunteer Fire Department,HC 64 Box 2980,,,Fort Towson,OK,74735,580-587-2325,,PUSHMATAHA
36250,Socal Regional Fire Protection,PO Box 2080,,PO Box 2080,Big Bear City,CA,92314-2080,909-919-9115,,SAN BERNARDINO
16210,Society Hill Fire Department,PO Box 55,,PO Box 55,Society Hill,SC,29593,843-378-4660,843-378-4660,DARLINGTON
52037,Socorro Fire Department,200 Fisher AVE,K,PO Box ,Socorro,NM,87801,505-835-3969,505-838-4764,SOCORRO
29301,Soda Springs Fire Department,9 W 2nd S,,,Soda Springs,ID,83276-1509,208-547-3534,208-547-2601,CARIBOU
59021,Sodus Center Fire Department,PO Box 246,,PO Box 246,Sodus,NY,14551,315-483-6328,315-483-6328,WAYNE
59019,Sodus Fire Department,14-16 Mill ST,,,Sodus,NY,14551,315-483-4531,,WAYNE
59022,Sodus Point Fire Department,PO Box 139,,PO Box 139,Sodus,NY,14555-0139,315-483-9210,,WAYNE
1125,Sodus Township Volunteer Fire Department,PO Box 175,,PO Box 175,Sodus,MI,49126-0175,269-927-4756,269-927-4756,BERRIEN
37160,Solana Beach Fire Department,635 S Highway 101,,,Solana Beach,CA,92075-2215,858-720-2410,858-259-7698,SAN DIEGO
45016,Soldier Creek/ Caney Creek Fire Prevention Association Inc.,PO Box 1650,,PO Box 1650,Kingston,OK,73439-1650,580-564-4033,,MARSHALL
SN306,Soldier Township Fire Department,600 NW 46 ST,,,Topeka,KS,66617-1306,785-286-2123,785-286-2121,SHAWNEE
12020,Soldiers Grove Volunteer Fire Department,PO Box 234,,PO Box 234,Soldiers Grove,WI,54655-0234,608-624-5794,608-624-5933,CRAWFORD
43324,Solen Rural Fire District,,,,Solen,ND,58570,000-000-0000,,SIOUX
DK308,Solomon Fire Department,PO Box 504,,PO Box 504,Solomon,KS,67480-0504,785-655-2414,785-655-9067,DICKINSON
4003,Solomons Volunteer Rescue Squad & Fire Department (Calvert County #3),PO Box 189,,PO Box 189,Solomons,MD,20688-0189,410-326-6657,410-326-6599,CALVERT
52008,Solon Fire Department,131 N Iowa ST,,,Solon,IA,52333-8995,319-624-2386,,JOHNSON
18086,Solon Fire Department,5595 Harper RD,,,Solon,OH,44139-1828,440-349-6333,440-349-6337,CUYAHOGA
16140,Solon Springs Volunteer Fire Department,9083 E Baldwin AVE,,PO Box 204,Solon Springs,WI,54873,715-378-4111,,DOUGLAS
4127,Solon Township Fire Department,2305 19 Mile  RD NE,,,Cedar Springs,MI,49319-9600,616-696-0020,616-696-1709,KENT
M4440,Solon Volunteer Fire Department,RR 1,3126-A,,Solon,ME,4979,207-643-2291,,SOMERSET
SG546,Solutia Fire Department,500 Monsanto AVE,,,Sauget,IL,62206-1137,618-482-6394,618-482-6510,SAINT CLAIR
9511,Solutia Volunteer Fire Department,Fires Station Bldg 701,,PO Box 97,Gonzales,FL,32560-0097,850-968-7528,850-968-8148,ESCAMBIA
42045,Solvang Fire Department,1644 Oak ST,,PO Box 107,Solvang,CA,93464,805-688-6046,805-686-2049,SANTA BARBARA
34046,Solvay Fire Department,PO Box 123,,PO Box 123,Solvay,NY,13209-0123,315-468-1710,315-468-1694,ONONDAGA
4104,Solway Rural Volunteer Fire Department,PO Box 8,,PO Box 8,Solway,MN,56678-0008,218-467-3350,,HUBBARD
69152,"Solway Township Volunteer Fire Department, Inc.",4027 Munger Shaw RD,,,Cloquet,MN,55720-9255,218-729-6304,,SAINT LOUIS
30100,Somers Fire & Rescue,PO Box 197,,PO Box 197,Somers,WI,53171-0197,262-859-2277,,KENOSHA
3080,Somers Fire Department,400 Main ST,,,Somers,CT,06071-1918,860-749-7626,860-763-8233,TOLLAND
1211,Somers Point Fire Department,1 W New Jersey AVE,,,Somers Point,NJ,8244,609-927-9586,609-653-6144,ATLANTIC
7014,Somers Volunteer Fire Department,127 Leslie Ave.,PO Box 187,,Somers,MT,59932-0187,406-857-3566,406-857-3738,FLATHEAD
60049,Somers Volunteer Fire Department,PO Box 300,,PO Box 300,Somers,NY,10589,914-248-5604,914-248-8696,WESTCHESTER
525,Somerset Fire Department,121 S Central AVE,,,Somerset,KY,42501-2029,606-679-1163,606-679-4945,PULASKI
5273,Somerset Fire Department,475 County ST,,,Somerset,MA,02726-4207,508-646-2810,508-646-2815,BRISTOL
55030,Somerset Fire/Rescue,748 State RD 35,,,Somerset,WI,54025-7452,715-247-5364,715-247-3194,SAINT CROIX
3014,Somerset Township Fire Department & EMS,PO Box 69,,PO Box 69,Somerset Center,MI,49282-0069,517-688-4406,517-688-9193,HILLSDALE
18081,Somerset Volunteer Fire & Rescue Company #1,14 Hollywood AVE,,,Somerset,NJ,08873-1418,732-846-2266,732-846-1914,SOMERSET
AW427,Somerset Volunteer Fire Department,7120 E 6th ST,,,Somerset,TX,78069-4743,830-429-1243,,BEXAR
56601,Somerset Volunteer Fire Department,PO Box 121,,PO Box 121,Somerset,PA,15501-0121,814-445-4343,814-445-5626,SOMERSET
64021,Somerset-Reading Volunteer Fire Department,PO Box 148,,PO Box 148,Somerset,OH,43783-0148,740-743-1655,,PERRY
81220,Somersworth Fire Department,195 Maple ST,,,Somersworth,NH,03878-1534,603-692-3957,603-692-5147,STRAFFORD
15042,Somerton Cocopah Fire Department,PO Box 638,,PO Box 638,Somerton,AZ,85350-0638,928-722-7373,928-722-7315,YUMA
7219,Somerton Volunteer Fire Department,55717 Washington ST,,,Somerton,OH,43713-9570,740-757-2565,740-757-2636,BELMONT
VT401,Somervell County Fire Department,111 Shepard ST,,,Glen Rose,TX,76043-4861,254-897-2135,254-897-4568,SOMERVELL
5224,"Somerville Area Volunteer Emergency Services, Inc",PO Box 156,,PO Box 156,Somerville,AL,35670-0156,256-778-7013,256-778-7013,MORGAN
24143,Somerville Fire Department,117 W North ST,,,Somerville,TN,38068-1305,901-465-3332,901-465-7308,FAYETTE
18180,Somerville Fire Department,PO Box 399,,PO Box 399,Somerville,NJ,08876-0399,908-725-9437,908-704-3540,SOMERSET
BN405,Somerville Volunteer Fire Department,PO Box 497,,PO Box 497,Lyons,TX,77863,979-596-1168,,BURLESON
26013,Somerville Volunteer Fire Department,PO Box 257,,PO Box 257,Somerville,IN,47683-0257,812-795-2566,,GIBSON
DA203,Somonauk Community Fire Protection District,PO Box 409,,PO Box 409,Somonauk,IL,60552-0409,815-498-2300,815-498-3186,DEKALB
13051,Sonoita-Elgin Fire District,PO Box 322,,PO Box 322,Sonoita,AZ,85637-0322,520-455-5854,520-455-5361,SANTA CRUZ
49201,Sonoma County Department of Fire and Emergency Services,2300 County Center DR,Suite 221 A,,Santa Rosa,CA,95403,707-565-1152,707-565-1172,SONOMA
49200,Sonoma Valley Fire & Rescue Authority,630 2ND ST W,,,Sonoma,CA,95476-6901,707-996-2102,707-996-2868,SONOMA
47217,Sonora Fire And Rescue Department,200 Main ST,,PO Box 116,Sonora,KY,42776-0116,270-369-7678,,HARDIN
42005,Sooner Volunteer Fire Department,6424 S Midwest BLVD,,,Guthrie,OK,73044-8291,405-282-9494,,LOGAN
65041,Sopchoppy Volunteer Fire Department,PO Box 1219,,PO Box 1219,Sopchoppy,FL,32358-1219,850-962-8047,850-962-3429,WAKULLA
12004,Soper Volunteer Fire Department,PO Box 30,,PO Box 30,Soper,OK,74759,580-317-5116,,CHOCTAW
14002,Soperton Volunteer Fire Department,PO Box 229,,PO Box 229,Soperton,GA,30457-0229,912-529-4090,912-529-6996,TREUTLEN
41111,Sophia Area Volunteer Fire Department,300 W Main ST,,PO Box 1160,Sophia,WV,25921-1160,304-683-3409,304-683-5711,RALEIGH
7616,"Sophia Fire Department, Inc",6740 US Hwy 311 HWY,6825 US Hwy 311,,Sophia,NC,27350,336-498-2916,336-498-2946,RANDOLPH
3060,Sorrento Volunteer Fire Department,PO Box 250,,PO Box 250,Sorrento,LA,70778-0250,225-675-8668,225-675-8495,ASCENSION
53005,Sorum Fire Department,14573 Dog Creek PL,,,Reva,SD,57651-5502,605-375-3640,605-375-3640,HARDING
52104,Sound Beach Fire Department,152 Sound Beach BLVD,,PO Box 55,Sound Beach,NY,11789-0055,631-744-2294,631-744-6490,SUFFOLK
HZ406,Sour Lake Volunteer Fire Department,PO Box 506,,PO Box 506,Sour Lake,TX,77659-0506,409-287-3062,409-287-8800,HARDIN
5325,Souris Rural Fire Protection District,PO Box 106,,PO Box 106,Souris,ND,58783-0106,701-243-6377,701-243-6401,BOTTINEAU
3871,South 40 Volunteer Fire Department,16740 Birdsong  RD,105 Lakeview Trail DR,PO Box ,Holladay,TN,38341,731-584-0611,731-584-0611,BENTON
160,South Adams County Fire Protection District #4,6550 E 72ND AVE,,,Commerce City,CO,80022-2006,303-288-0835,303-288-5977,ADAMS
12200,South Amboy Fire Department,140 N Broadway,,,South Amboy,NJ,08879-1642,732-588-5830,732-588-5833,MIDDLESEX
47033,South Amherst Fire Department,105 W Main ST,,,South Amherst,OH,44001-2923,440-986-5901,440-986-8688,LORAIN
37180,South Area Fire & Emergency Response District,5901 Hummingbird RD,,,Wausau,WI,54401-8627,715-355-6763,715-355-6805,MARATHON
2104,South Baldwin Volunteer Fire Department,5311 McAnulty RD,,,Pittsburgh,PA,15236-2532,412-655-3555,412-655-1751,ALLEGHENY
34047,South Bay Fire Department,8817 Cicero Center RD,,,Cicero,NY,13039-7314,315-699-2893,,ONONDAGA
6262,South Bay Public Safety,335 SW 2nd AVE,,PO Box ,South Bay,FL,33493,561-996-6512,561-996-3001,PALM BEACH
14M09,South Beach Regional Fire Authority,PO Box 1195,,PO Box 1195,Westport,WA,98595-1195,360-268-9832,360-268-5565,GRAYS HARBOR
4061,South Beaver Volunteer Fire Department,400 State RTE 168,,,Darlington,PA,16115-2608,724-846-6355,724-846-6355,BEAVER
13470,South Belmar Fire Company #1,PO Box 299,,PO Box 299,South Belmar,NJ,7719,732-280-1255,732-280-1255,MONMOUTH
WJ222,South Beloit Fire and Rescue,402 Clark ST,,,South Beloit,IL,61080,815-389-3097,815-389-7975,WINNEBAGO
25M04,South Bend Fire Department,PO Box 228,,PO Box 228,South Bend,WA,98586-0228,360-875-5571,,PACIFIC
60015,South Bend Fire Department,PO Box 278,,PO Box 278,Jacksonville,AR,72078-0278,501-982-7729,501-982-7729,LONOKE
7111,South Bend Township Fire Department,306 McKenzie ST S,,,Mankato,MN,56001-1813,507-345-4863,,BLUE EARTH
2104,South Berkeley Volunteer Fire Company,PO Box 140,,PO Box 140,Inwood,WV,25428-0140,304-229-5377,304-229-9748,BERKELEY
R4470,South Berwick Fire Department,180 Main ST,,,South Berwick,ME,3908,207-384-2731,207-384-3311,YORK
AW535,South Bexar Volunteer Fire and Rescue,,,,San Antonio,TX,78221,210-626-3516,210-735-3599,BEXAR
36058,South Blooming Grove Fire District,819 RT 208,,,Monroe,NY,10950,845-783-9606,,ORANGE
8035,South Bossier Parish Fire District Two,3551 Highway 527,,,Elm Grove,LA,71051-7983,318-987-2555,318-987-2554,BOSSIER
78000,South Boston Fire & EMS,403 Broad ST,,,South Boston,VA,24592-3223,434-575-4292,434-575-4294,HALIFAX
18190,South Bound Brook Fire Department,PO Box 464,,PO Box 464,South Bound Brook,NJ,8880,732-627-9577,732-627-0697,SOMERSET
21346,South Boundary Fire Protection District,PO Box 148,,PO Box 148,Naples,ID,83847-0148,208-267-8052,208-267-7196,BOUNDARY
30057,South Bowers Fire Company,PO Box 314,,PO Box 314,Milford,DE,19963-0314,302-335-4666,302-335-4273,KENT
2004,South Branch Township Fire and EMS,PO Box 56,,PO Box 56,Roscommon,MI,48653-0056,989-275-4779,989-275-3302,CRAWFORD
BC206,South Brazos County Fire Department,PO Box 501,,PO Box 501,Millican,TX,77866-0501,936-825-6960,936-825-7939,BRAZOS
H4480,South Bristol Fire Department,PO Box 150,,PO Box 150,South Bristol,ME,04568-0150,207-644-8389,,LINCOLN
1403,South Brooks Volunteer Fire Department,7243 Madison HWY,,,Quitman,GA,31643-9733,000-000-0000,,BROOKS
26006,South Brownsville Fire Company 1,PO Box '3,,PO Box '3,Brownsville,PA,15417-0333,724-785-8448,724-785-3740,FAYETTE
4600,South Burlington Fire/EMS & Special Operations Department,PO Box 575 Dorset ST,,PO Box 575 Dorset ST,South Burlington,VT,05403-6234,802-846-4110,802-846-4110,CHITTENDEN
59020,South Butler Fire District,PO Box 153,,PO Box 153,South Butler,NY,13154-0153,315-365-3728,,WAYNE
10007,South Butler Volunteer Fire Department,PO Box 103,,PO Box 103,Butler,PA,16003-0103,724-285-4143,724-285-5885,BUTLER
19016,"South Byron Volunteer Fire Company, Inc.",7389  RT 237,,PO Box 22,South Byron,NY,14557,585-548-2611,585-548-2611,GENESEE
1409,South Callaway Fire Protection District,209 E Third ST,,PO Box 127,Mokane,MO,65059,573-676-5343,573-676-3347,CALLAWAY
1501,South Camden Fire Department,PO Box 327,,PO Box 327,Camden,NC,27921-0327,252-338-3722,252-338-3722,CAMDEN
8008,South Carroll County Fire Department,11500 HWY 103 S,,,Green Forest,AR,72638,870-545-3314,,CARROLL
80141,South Carthage Volunteer Fire Department,106 S Main ST,,,Carthage,TN,37030,615-735-2727,615-735-2492,SMITH
1104,South Central Buchanan County Fire Department,911 Martin DR,,,Agency,MO,64401-9202,816-390-4981,,BUCHANAN
85013,South Central Fire District,288 N Mill ST,,,Fredericksburg,OH,44627-9594,330-695-9919,330-695-9919,WAYNE
20326,South Charleston Fire Department,PO Box 8597,,PO Box 8597,South Charleston,WV,25303-8597,304-744-0079,304-744-3074,KANAWHA
12212,South Chester Fire Department,2252 Columbia HWY,,,Blackstock,SC,29014-8969,803-581-0053,803-581-0053,CHESTER
CS832,South Chicago Heights Fire Department,2729 Jackson AVE,,,South Chicago Heights,IL,60411-4815,708-755-9589,708-755-7186,COOK
1412,South Chilton Volunteer Fire Department,CO RD 16,,PO Box 365,Maplesville,AL,36750,334-366-2055,,CHILTON
