NAME,ADDRESS,CITY,STATE,LATITUDE,LONGITUDE
TENNOVA HEALTHCARE - CLEVELAND,2800 WESTSIDE DRIVE,CLEVELAND,TN,35.1943189,-84.88121365
TENNOVA HEALTHCARE - CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,35.17719817,-84.86990561
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,435 SECOND STREET,NEWPORT,TN,35.96420392,-83.18219867
TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN STREET,ASHLAND CITY,TN,36.27711959,-87.06559473
TRISTAR HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON,TN,36.07330617,-87.37572716
TRISTAR SKYLINE MADISON CAMPUS,500 HOSPITAL DRIVE,MADISON,TN,36.2543611,-86.68210462
TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE ROAD,NASHVILLE,TN,36.07638237,-86.72189213
METHODIST HOSPITAL-SOUTH,1300 WESLEY DRIVE,MEMPHIS,TN,35.03298287,-90.02120069
TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,7565 DANNAHER DRIVE,POWELL,TN,36.05284237,-83.99780276
GREENVILLE COMMUNITY HOSPITAL WEST,401 TAKOMA AVENUE,GREENEVILLE,TN,36.15129964,-82.84567491
VANDERBILT WILSON COUNTY HOSPITAL,500 PARK AVENUE,LEBANON,TN,36.20329419,-86.28313467
WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL CANE CREEK,180 MT. PELIA ROAD,MARTIN,TN,36.33255272,-88.86991049
WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,400 E TICKLE ST,DYERSBURG,TN,36.04818558,-89.37991442
BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,35.75646224,-83.95871505
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MEMPHIS,1282 UNION AVENUE,MEMPHIS,TN,35.13780022,-90.0191809
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH MEMPHIS,4100 AUSTIN PEAY,MEMPHIS,TN,35.2372013,-89.89194018
FORT SANDERS REGIONAL MEDICAL CENTER,1901 CLINCH AVENUE,KNOXVILLE,TN,35.95703172,-83.9372099
JOHNSON COUNTY HEALTH CENTER,1901 SOUTH SHADY STREET,MOUNTAIN CITY,TN,36.45355595,-81.79768063
LIVINGSTON REGIONAL HOSPITAL,315 OAK STREET,LIVINGSTON,TN,36.38522911,-85.32758442
METHODIST HEALTHCARE - MEMPHIS HOSPITAL,1265 UNION AVENUE,MEMPHIS,TN,35.13666855,-90.01946751
MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,908 WEST FOURTH NORTH STREET,MORRISTOWN,TN,36.2129657,-83.30531638
REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,35.14180398,-90.03182883
REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,"890 MADISON AVENUE, 4TH FLOOR",MEMPHIS,TN,35.14084268,-90.03195257
SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,"7557B DANNAHER DRIVE, SUITE 145",POWELL,TN,36.0534991,-83.99768854
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHESTER,185 HOSPITAL ROAD,WINCHESTER,TN,35.17588667,-86.09013143
SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,36.39001409,-86.43409583
TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,36.10663844,-83.51890941
THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,35.94044734,-83.94388413
TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,36.15375182,-86.80900486
TRISTAR HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND ROAD,HENDERSONVILLE,TN,36.32481862,-86.62223383
TRISTAR PORTLAND MEDICAL PARK,105 RED BUD DR,PORTLAND,TN,36.55729151,-86.51161996
TRISTAR STONECREST MEDICAL CENTER,200 STONECREST BOULEVARD,SMYRNA,TN,35.97503426,-86.56520216
UNICOI COUNTY MEMORIAL HOSPITAL,100 GREENWAY CIRCLE,ERWIN,TN,36.13362072,-82.41305158
VANDERBILT UNIVERSITY HOSPITAL,1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,36.14083601,-86.8021667
ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,PONCA CITY,OK,36.72465909,-97.06835684
SELECT SPECIALTY HOSPITAL -OKLAHOMA CITY,3524 NW 56TH STREET,OKLAHOMA CITY,OK,35.52775685,-97.58061429
UCHEALTH HIGHLANDS RANCH HOSPITAL,1500 PARK CENTRAL DRIVE,HIGHLANDS RANCH,CO,39.55249629,-105.0056184
THE PHYSICIANS' HOSPITAL IN ANADARKO,1002 CENTRAL BOULEVARD EAST,ANADARKO,OK,35.07050231,-98.2283253
MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,5401 WEST MEMORIAL RD,OKLAHOMA CITY,OK,35.61077805,-97.61509191
PAM REHABILITATION HOSPITAL OF TULSA,10020 E 91ST DR,TULSA,OK,36.03061982,-95.86482254
NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),1 MI EAST HIGHWAY 270,FORT SUPPLY,OK,36.396473,-99.359022
INTEGRIS CANADIAN VALLEY HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,OK,35.48511351,-97.76315476
OKLAHOMA HEART HOSPITAL SOUTH,5200 EAST I-240 SERVICE ROAD,OKLAHOMA CITY,OK,35.38968219,-97.42710767
CORNERSTONE SPECIALTY HOSPITAL SHAWNEE,"1900 GORDON COOPER DRIVE, 2ND FLOOR",SHAWNEE,OK,35.29726161,-96.92709569
OKC-AMG SPECIALTY HOSPITAL,4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,35.60677594,-97.59942789
STILLWATER MEDICAL PERRY,501 NORTH 14TH STREET,PERRY,OK,36.28839268,-97.29949511
BLACKWELL REGIONAL HOSPITAL,710 SOUTH 13TH STREET,BLACKWELL,OK,36.79803793,-97.29998674
COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BOULEVARD,LAWTON,OK,34.60978544,-98.43426071
SUMMIT MEDICAL CENTER,1800 S RENAISSANCE BOULEVARD,EDMOND,OK,35.63507163,-97.49977105
GRADY MEMORIAL HOSPITAL,2220 WEST IOWA AVENUE,CHICKASHA,OK,35.04803417,-97.96173288
HILLCREST HOSPITAL PRYOR,111 NORTH BAILEY STREET,PRYOR,OK,36.30828875,-95.30479667
INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN,OKLAHOMA CITY,OK,35.42134346,-97.53377249
MANGUM REGIONAL MEDICAL CENTER,ONE WICKERSHAM DRIVE,MANGUM,OK,34.89236096,-99.50111111
MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,IDABEL,OK,33.88282828,-94.81116176
NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,SHATTUCK,OK,36.2680035,-99.88202277
NORMAN REGIONAL HEALTH SYSTEM -NORMAN CAMPUS,901 NORTH PORTER STREET,NORMAN,OK,35.23041388,-97.43929378
NORTHEASTERN HEALTH SYSTEM,1400 EAST DOWNING STREET,TAHLEQUAH,OK,35.91400342,-94.95028445
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST NINTH STREET,TULSA,OK,36.14670539,-95.99984393
OU MEDICAL CENTER,700 NE 13TH STREET,OKLAHOMA CITY,OK,35.48077952,-97.5015588
PUSHMATAHA COUNTY-TOWN OF ANTLERS HOSPITAL AUTHORITY,510 EAST MAIN STREET,ANTLERS,OK,34.23123227,-95.61473884
SSM HEALTH ST. ANTHONY SHAWNEE HOSPITAL,1102 WEST MACARTHUR STREET,SHAWNEE,OK,35.36299021,-96.93754579
SSM HEALTH ST. ANTHONY HOSPITAL-OKLAHOMA CITY,1000 NORTH LEE STREET,OKLAHOMA CITY,OK,35.4779097,-97.52342971
JANE PHILLIPS MEMORIAL MEDICAL CENTER,3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,OK,36.75199363,-95.93866728
INTEGRIS BAPTIST MEDICAL CENTER,3300 NW EXPRESSWAY,OKLAHOMA CITY,OK,35.52937914,-97.57613488
OKLAHOMA SURGICAL HOSPITAL,"2408 EAST 81ST STREET, SUITE 300",TULSA,OK,36.0433817,-95.95353568
PAWHUSKA HOSPITAL,1101 EAST 15TH STREET,PAWHUSKA,OK,36.67350648,-96.32551274
SAIN FRANCIS HOSPITAL VINITA,735 NORTH FOREMAN STREET,VINITA,OK,36.6534086,-95.15629396
SAINT FRANCIS HOSPITAL,6161 SOUTH YALE AVENUE,TULSA,OK,36.07276583,-95.91898427
ST. JOHN MEDICAL CENTER,1923 SOUTH UTICA AVENUE,TULSA,OK,36.13420009,-95.96421969
ST. JOHN SAPULPA,1004 E BRYAN AVE,SAPULPA,OK,35.99301234,-96.10008719
BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,37.28527892,-82.06553917
CARILION MEDICAL CENTER,1906 BELLVIEW AVE,ROANOKE,VA,37.25119819,-79.94254375
CENTRA LYNCHBURG GENERAL HOSPITAL,1901 TATE SPRINGS ROAD,LYNCHBURG,VA,37.41701527,-79.17157799
MORTON COUNTY HOSPITAL,445 N HILLTOP,ELKHART,KS,37.00178366,-101.9053347
CHILDREN'S HOSPITAL OF RICHMOND AT VCU (BROOK ROAD),2924 BROOK ROAD,RICHMOND,VA,37.57090134,-77.45083318
SOVAH HEALTH DANVILLE,142 SOUTH MAIN STREET,DANVILLE,VA,36.57771385,-79.40545975
HEALTHSOUTH REHABILIATION HOSPITAL OF FREDERICKSBURG,300 PARK HILL DRIVE,FREDERICKSBURG,VA,38.31261222,-77.48699277
HENRICO DOCTORS' HOSPITAL - RETREAT,2621 GROVE AVENUE,RICHMOND,VA,37.55391298,-77.47311854
WINCHESTER REHABILITATION CENTER,333 WEST CORK STREET,WINCHESTER,VA,39.18315586,-78.17239498
RINGGOLD COUNTY HOSPITAL,211 SHELLWAY DRIVE,MOUNT AYR,IA,40.71212018,-94.24627267
LONGS PEAK HOSPITAL,1750 E. KEN PRATT BLVD,LONGMONT,CO,40.16185088,-105.0583701
EDGEFIELD COUNTY HOSPITAL,300 RIDGE MEDICAL PLAZA RD,EDGEFIELD,SC,33.77900025,-81.92970697
HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,34.78973493,-84.98497692
MARTIN ARMY COMMUNITY HOSPITAL,6600 VAN AALST BLVD,FORT BENNING,GA,32.37180614,-84.92818509
CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31.97752285,-83.78134503
PERRY HOSPITAL,1120 MORNINGSIDE DRIVE,PERRY,GA,32.45962324,-83.71002552
MADISON COUNTY MEMORIAL HOSPITAL,224 NW CRANE AVE,MADISON,FL,30.47051409,-83.41149706
DOCTORS MEMORIAL HOSPITAL,407 E ASH ST,PERRY,FL,30.12791252,-83.57804872
NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,4500 W MIDWAY RD,FORT PIERCE,FL,27.37594967,-80.37141531
BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,26.20705176,-80.1108702
EAMC - LANIER,4800 48TH STREET,VALLEY,AL,32.82459811,-85.16870267
ST. VINCENT'S ST.CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,33.60399242,-86.30223929
"SANCTUARY AT THE WOODLANDS, THE","1910 CHEROKEE AVENUE, SW",CULLMAN,AL,34.15092132,-86.84598486
RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,34.00432554,-86.00342706
UPMC MEMORIAL,1701 INNOVATION DRIVE,YORK,PA,39.982193,-76.769045
HUNTSVILLE HOSPITAL WOMEN & CHILDREN-ER,245 GOVERNORS DR SE,HUNTSVILLE,AL,34.72005152,-86.5746887
DAVIS MEDICAL CENTER,"812 GORMAN AVENUE, PO BOX 1484",ELKINS,WV,38.92825591,-79.85480019
KAISER FND HOSP - ANAHEIM,441 LAKEVIEW AVENUE,ANAHEIM,CA,33.85301767,-117.8177366
VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,42.45294015,-93.81222429
KINDRED HOSPITAL NORTHERN INDIANA,"215 W 4TH ST, STE 200",MISHAWAKA,IN,41.65870807,-86.18197979
COMPASS BEHAVIORAL CENTER OF HOUMA,4701 W PARK AVE,HOUMA,LA,29.66480849,-90.77100602
WASHINGTON COUNTY HOSPITAL,304 E 3RD STREET,WASHINGTON,KS,39.81809107,-97.04584557
CHAMPION MEDICAL CENTER - BATON ROUGE,7855 HOWELL PLACE BLVD.,BATON ROUGE,LA,30.51813168,-91.15682523
HOSPITAL DISTRICT 1 OF RICE COUNTY,619 SOUTH CLARK AVENUE,LYONS,KS,38.34142551,-98.21677665
MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE,MCPHERSON,KS,38.37854038,-97.67065027
SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,39.74587807,-104.9699243
PRINCE GEORGES HOSPITAL CENTER,3001 HOSPITAL DRIVE,CHEVERLY,MD,38.93102538,-76.92066798
LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,45.04705736,-92.81803553
SMOKEY POINT BEHAIVORAL HOSPITAL,3955 156TH ST NE,MARYSVILLE,WA,48.13860418,-122.1795895
PRAIRIE SAINT JOHN'S,510 4TH STREET SOUTH,FARGO,ND,46.86919521,-96.78500526
VIRTUA WEST JERSEY HOSPITAL - VOORHEES,100 BOWMAN DRIVE,VOORHEES,NJ,39.84070768,-74.92656699
MERCY WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,OH,41.0393598,-82.70955952
ST. JOHN REHABILITATION HOSPITAL AFFILIATED WITH HEALTHSOUTH,1200 W ALBANY DRIVE,BROKEN ARROW,OK,36.07734055,-95.80429569
"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",8550 HUEBNER ROAD,SAN ANTONIO,TX,29.51629527,-98.60500128
LAKEVIEW HOSPITAL,630 MEDICAL DRIVE,BOUNTIFUL,UT,40.88594252,-111.8688203
METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,41.25923165,-96.04197338
THE RUBY VALLEY HOSPITAL,220 E CROFOOT ST,SHERIDAN,MT,45.45302712,-112.1919924
BRATTLEBORO RETREAT,1 ANNA MARSH LANE,BRATTLEBORO,VT,42.85917149,-72.56138763
VERMONT PSYCHIATRIC CARE HOSPITAL,350 FISHER ROAD,BERLIN,VT,44.222624,-72.564716
COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,37.50569644,-94.30084527
CHRISTIAN HOSPITAL NORTHWEST,1225 GRAHAM RD,FLORISSANT,MO,38.77998254,-90.33657815
POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE RD,POPLAR BLUFF,MO,36.78691061,-90.44325189
TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST STREET,KENNETT,MO,36.2354033,-90.04116699
MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,ST. LOUIS,MO,38.5063922,-90.38067
ST. LUKES DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,ST. LOUIS,MO,38.58433072,-90.45179232
TRUMAN MEDICAL CENTER - HOSPITAL HILL 2 CENTER,1000 E 24TH STREET 2 CENTER,KANSAS CITY,MO,39.0842537,-94.57288161
PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,2828 NORTH NATIONAL AVENUE,SPRINGFIELD,MO,37.24856378,-93.27240188
SAINT LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,39.04743362,-94.59019592
ST. JOSEPH MEDICAL CENTER,1000 CARONDELET DRIVE,KANSAS CITY,MO,38.93613547,-94.60381772
SSM HEALTH REHABILITATION HOSPITAL,12380 DEPAUL DRIVE,BRIDGETON,MO,38.7517683,-90.43516525
SSM HEALTH REHABILITATION HOSPITAL AT ST. MARY'S HEALTH CENTER,1027 BELLEVUE AVENUE,RICHMOND HEIGHTS,MO,38.63333088,-90.3126996
REGIONAL MEDICAL CENTER OF ORANGEBURG & CALHOUN COUNTIES,3000 SAINT MATTHEWS RD,ORANGEBURG,SC,33.54026745,-80.83045817
LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,34.0059619,-81.11419899
OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,2600 REDONDO AVENUE,LONG BEACH,CA,33.80492093,-118.1507369
RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,925 WALNUT STREET,RED BLUFF,CA,40.17474761,-122.2424489
NORTHERN ARIZONA VA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,34.55381079,-112.4526176
UPMC PASSAVANT-CRANBERRY-ER,1 ST FRANCIS WAY,CRANBERRY,PA,40.68290644,-80.09804762
SELECT SPECIALTY HOSPITAL CENTRAL PA,111 SOUTH FRONT STREET,HARRISBURG,PA,40.25804782,-76.88031398
PINNACLEHEALTH COMMUNITY CAMPUS,4300 LONDONDERRY ROAD HARRISBURG,HARRISBURG,PA,40.284255,-76.816477
METHODIST HOSPITAL-ER,2301 S BROAD ST,PHILADELPHIA,PA,39.92113587,-75.16930237
LEHIGH VALLEY HOSPITAL-17TH ST,1637 W CHEW ST,ALLENTOWN,PA,40.60213885,-75.49446471
ABBEVILLE AREA MEDICAL CENTER,420 THOMSON CIR,ABBEVILLE,SC,34.15971957,-82.38303735
AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PKWY,AIKEN,SC,33.57119789,-81.76180298
ANMED HEALTH CANNON MEMORIAL HOSPITAL,123 WG ACKER DR,PICKENS,SC,34.87414429,-82.70715601
PRISMA HEALTH GREER MEMORIAL HOSPITAL,830 S BUNCOMBE RD,GREER,SC,34.92004397,-82.2442312
CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST,1330 TAYLOR ST,COLUMBIA,SC,34.00678687,-81.03316804
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF COLUMBIA,2935 COLONIAL DR,COLUMBIA,SC,34.02774805,-81.02857281
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FLORENCE,900 E CHEVES ST,FLORENCE,SC,34.19538811,-79.75497558
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROCK HILL,1795 DR FRANK GASTON BLVD,ROCK HILL,SC,34.95868973,-81.05259095
MUSC HEALTH CHESTER MEDICAL CENTER,1 MEDICAL PARK DR,CHESTER,SC,34.68448242,-81.18315328
PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DR,EASLEY,SC,34.840659,-82.60685299
PRISMA HEALTH NORTH GREENVILLE LONG TERM ACUTE CARE HOSPITAL,807 N MAIN ST,TRAVELERS REST,SC,34.97546934,-82.45596102
PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,298 MEMORIAL DR,SENECA,SC,34.69553069,-82.98721979
SPARTANBURG MEDICAL CENTER - MARY BLACK CAMPUS,1700 SKYLYN DR,SPARTANBURG,SC,34.97840817,-81.89551953
NEMAHA VALLEY COMMUNITY HOSPITAL,1600 COMMUNITY DR,SENECA,KS,39.83744,-96.07813051
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,37.675277,-95.47211654
ADVENTIST HEALTH WALLA WALLA GENERAL HOSPITAL,1025 2ND AVE S,WALLA WALLA,WA,46.05516275,-118.3291664
NEWMAN REGIONAL HEALTH,1201 WEST 12TH AVENUE,EMPORIA,KS,38.41172287,-96.19619855
NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,NEWTON,KS,38.02296944,-97.33290423
NORTON COUNTY HOSPITAL,102 E HOLME STREET,NORTON,KS,39.83794589,-99.8881128
OLATHE MEDICAL CENTER,"20375 W 151ST ST, UNIT 303",OLATHE,KS,38.85275152,-94.82435622
OSAWATOMIE STATE HOSPITAL PSYCHIATRIC,500 STATE HOSPITAL DRIVE,OSAWATOMIE,KS,38.51361554,-94.93994271
PRISMA HEALTH RICHLAND,5 RICHLAND MEDICAL PARK DR,COLUMBIA,SC,34.02860165,-81.03305417
ASTRA TOPPENISH COMMUNITY HOSPITAL,502 W 4TH AVE,TOPPENISH,WA,46.37084485,-120.3170575
AUBURN REGIONAL MEDICAL CENTER,202 NORTH DIVISION ST,AUBURN,WA,47.30891355,-122.2290357
BHC FAIRFAX HOSPITAL,10200 NE 132ND ST,KIRKLAND,WA,47.71912215,-122.2042734
CASCADE VALLEY HOSPITAL,330 STILLAGUAMISH AVE S,ARLINGTON,WA,48.18891955,-122.1189458
COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,47.31449422,-119.5464277
COULEE MEDICAL CENTER,411 FORTUYN RD,GRAND COULEE,WA,47.94244952,-119.0075929
DAYBREAK OF SPOKANE,628 SOUTH COWLEY,SPOKANE,WA,47.65024306,-117.4085613
DAYTON GENERAL HOSPITAL,1012 S 3RD ST,DAYTON,WA,46.31210478,-117.9702538
DEACONESS MEDICAL CENTER,800 WEST FIFTH AVENUE,SPOKANE,WA,47.65180024,-117.4234361
EASTERN STATE HOSPITAL,850 MAPLE ST,MEDICAL LAKE,WA,47.57314563,-117.6939507
EVERGREEN HEALTH MONROE,14701 179TH AVE SE,MONROE,WA,47.86421992,-121.9897996
EVERGREEN HOSPITAL MEDICAL CENTER,12040 128TH ST NE,KIRKLAND,WA,47.71589109,-122.1784012
FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,47.94620734,-124.392588
GARFIELD COUNTY PUBLIC HOSPITAL,66 N 6TH STREET,POMEROY,WA,46.47549923,-117.6029482
GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DR,ABERDEEN,WA,46.97923558,-123.847186
HARRISON MEDICAL CENTER,2520 CHERRY AVE,BREMERTON,WA,47.5831533,-122.6250459
HARRISON MEDICAL CENTER - SILVERDALE,1800 NW MYHRE RD,BREMERTON,WA,47.65554835,-122.6754059
HIGHLINE MEDICAL CENTER,16251 SYLVESTER RD SW,BURIEN,WA,47.45743559,-122.3432122
KAUAI VETERANS MEMORIAL HOSPITAL,4643 WAIMEA CANYON RD,WAIMEA,HI,21.96085624,-159.6706192
ISLAND HOSPITAL,1211 24TH ST,ANACORTES,WA,48.50192876,-122.6156668
JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,77 WAINWRIGHT DRIVE,WALLA WALLA,WA,46.05355341,-118.3585033
KAISER PERMANENTE CENTRAL HOSPITAL,201 16TH AVENUE EAST,SEATTLE,WA,47.61998188,-122.3120581
KINDRED HOSPITAL SEATTLE,10631 8TH AVE NE,SEATTLE,WA,47.70662682,-122.3211426
KITTITAS VALLEY COMMUNITY HOSPITAL,603 S CHESTNUT ST,ELLENSBURG,WA,46.98709397,-120.5378963
KLICKITAT VALLEY HEALTH,310 SOUTH ROOSEVELT,GOLDENDALE,WA,45.82018033,-120.811106
LAKESIDE MILAM RECOVERY CENTER,10322 NE 132ND ST.,KIRKLAND,WA,47.71938724,-122.2021396
LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,45.72098352,-122.6482415
MADIGAN ARMY MEDICAL CENTER,9040 JACKSON AVE,TACOMA,WA,47.10866978,-122.5522702
MARK REED HEALTH CARE CLINIC,322 BIRCH ST S,MCCLEARY,WA,47.05579212,-123.2602846
MARY BRIDGE CHILDREN'S HOSPITAL AND HEALTH CENTER,311 SOUTH L STREET,TACOMA,WA,47.25981135,-122.4528678
MASON GENERAL HOSPITAL,901 MOUNTAIN VIEW DRIVE,SHELTON,WA,47.22589089,-123.114415
MID-VALLEY HOSPITAL,810 JASMINE ST,OMAK,WA,48.39656746,-119.5465259
MULTICARE VALLEY HOSPITAL AND MEDICAL CENTER,12606 MISSION AVE E,SPOKANE,WA,47.67076432,-117.2354709
NAVAL BRANCH HEALTH CLINIC BANGOR,2050 BARB STREET,SILVERDALE,WA,47.69416655,-122.7053359
NAVAL HOSPITAL OAK HARBOR,3475 N. SARATOGA ST.,OAK HARBOR,WA,48.33645899,-122.6812128
NEWPORT HOSPITAL & HEALTH SERVICES,714 WEST PINE ST.,NEWPORT,WA,48.1824222,-117.0491978
NORTH VALLEY HOSPITAL,203 WESTERN AVENUE,TONASKET,WA,48.70700189,-119.4387312
OCEAN BEACH HOSPITAL,174 1ST AVENUE NORTH,ILWACO,WA,46.3114343,-124.0426308
ODESSA MEMORIAL HEALTHCARE CENTER,502 AMENDE DR,ODESSA,WA,47.33118914,-118.6825045
OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,48.08955335,-123.1111959
OTHELLO COMMUNITY HOSPITAL,315 14TH AVE N,OTHELLO,WA,46.83040883,-119.1552615
PEACEHEALTH ST JOHN MEDICAL CENTER - BROADWAY CAMPUS,600 BROADWAY,LONGVIEW,WA,46.13711603,-122.9244332
PEACEHEALTH ST. JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,48.77326836,-122.4729794
PROSSER MEMORIAL HOSPITAL,723 MEMORIAL ST,PROSSER,WA,46.20809196,-119.7639115
PROVIDENCE HOLY FAMILY HOSPITAL,5633 N. LIDGERWOOD ST,SPOKANE,WA,47.70975442,-117.406725
PROVIDENCE MOUNT CARMEL HOSPITAL,982 E COLUMBIA AVE,COLVILLE,WA,48.54067179,-117.8927485
PROVIDENCE REGIONAL MEDICAL CENTER - COLBY,1321 COLBY AVE,EVERETT,WA,47.99989375,-122.2057095
SILVER OAKS BEHAVORIAL HOSPITAL,1004 PAWLAK PARKWAY,NEW LENOX,IL,41.544716,-87.987222
PROVIDENCE ST. JOSEPH'S HOSPITAL,500 E WEBSTER AVE,CHEWELAH,WA,48.27787863,-117.7108944
PROVIDENCE ST. PETER HOSPITAL,413 LILLY RD NE,OLYMPIA,WA,47.05294191,-122.8473864
PULLMAN REGIONAL HOSPITAL,835 SOUTHEAST BISHOP BOULEVARD,PULLMAN,WA,46.71238824,-117.169806
QUINCY VALLEY MEDICAL CENTER,908 10TH AVE SW,QUINCY,WA,47.2309067,-119.8681722
REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,16251 SYLVESTER RD SW,BURIEN,WA,47.45789244,-122.3433835
SAINT JOSEPH HOSPITAL - SOUTH CAMPUS,809 EAST CHESTNUT,BELLINGHAM,WA,48.74403657,-122.4725545
SAMARITAN HEALTHCARE,801 E. WHEELER RD,MOSES LAKE,WA,47.12816325,-119.2651887
SCHICK SHADEL HOSPTIAL,12101 AMBAUM BLVD. S.W,SEATTLE,WA,47.49433229,-122.350699
SEATTLE CANCER CARE ALLIANCE,825 EASTLAKE AVE E,SEATTLE,WA,47.62645489,-122.3297357
SHRINERS HOSPITAL FOR CHILDREN,911 W. 5TH AVENUE,SPOKANE,WA,47.65090241,-117.4256712
SKAGIT VALLEY HOSPITAL,1415 KINCAID ST E,MT VERNON,WA,48.41786968,-122.3240431
SKYLINE HOSPITAL,211 SKYLINE DR,WHITE SALMON,WA,45.72237924,-121.4705307
SNOQUALMIE VALLEY HOSPITAL,9575 ETHAN WADE WAY SE,SNOQUALMIE,WA,47.51449958,-121.8264549
